ID	Ebs_control12	Ebs_control11	Ebs_control10	Ebs_control9	Ebs_control8	Ebs_control7	Ebs_control6	Ebs_control5	Ebs_control4	Ebs_control3	Ebs_control2	Ebs_control1	Ebs_RA_4D12	Ebs_RA_4D11	Ebs_RA_4D10	Ebs_RA_4D9	Ebs_RA_4D8	Ebs_RA_4D7	Ebs_RA_4D6	Ebs_RA_4D5	Ebs_RA_4D4	Ebs_RA_4D3	Ebs_RA_4D2	Ebs_RA_4D1	Ebs_RA_2D12	Ebs_RA_2D11	Ebs_RA_2D10	Ebs_RA_2D9	Ebs_RA_2D8	Ebs_RA_2D7	Ebs_RA_2D6	Ebs_RA_2D5	Ebs_RA_2D4	Ebs_RA_2D3	Ebs_RA_2D2	Ebs_RA_2D1	encapsulated_control10	encapsulated_control9	encapsulated_control8	encapsulated_control7	encapsulated_control6	encapsulated_control5	encapsulated_control4	encapsulated_control3	encapsulated_control2	encapsulated_control1	encapsulated_RA_4D11	encapsulated_RA_4D10	encapsulated_RA_4D9	encapsulated_RA_4D8	encapsulated_RA_4D7	encapsulated_RA_4D6	encapsulated_RA_4D5	encapsulated_RA_4D4	encapsulated_RA_4D3	encapsulated_RA_4D2	encapsulated_RA_4D1	encapsulated_RA_2D12	encapsulated_RA_2D11	encapsulated_RA_2D10	encapsulated_RA_2D9	encapsulated_RA_2D8	encapsulated_RA_2D7	encapsulated_RA_2D6	encapsulated_RA_2D5	encapsulated_RA_2D4	encapsulated_RA_2D3	encapsulated_RA_2D2	encapsulated_RA_2D1
ENSMUSG00000082795	0.24601	0.141638	0.123851	0.539364	1.13211	1.01303	1.10383	0.769624	0.187979	0.771669	0.526936	0.616798	0.327265	0.141638	0.130687	0.141638	0.130687	0	0.0101046	0	0.283282	0.106654	0.123851	0.567441	0.37496	0.141638	0	0.228653	0.371857	0.141638	0.504474	0.385889	0.506762	0.506762	0.374008	0.661894	0.141638	0.25601	0	0.337637	0.506762	0	0	0.964534	0.964534	0.162476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182843	0.0462914
ENSMUSG00000029503	0.263964	0.483025	0	0.572037	0.592421	0.512427	0.351305	0.358735	0.330425	0.614998	0.28486	0.37096	0.141638	0	0.330425	0	0	0	0	0.27162	0	0.450217	0	0.130687	0.132211	0.141638	0.422452	0.130687	0.03949	0.362058	0	0.266709	0.312906	0.232429	0.0646089	0.24601	1.43301	0.814489	1.19368	0.860481	0.960119	0.872648	0.509213	0	0	0.477541	0.506762	0.646162	0.733007	0.525699	0.506762	0.506762	0.03949	0.418012	0.670421	0.520942	0.869878	0.937754	0.524848	0.656504	0.656504	0.656504	0.692466	0.712118	0.504474	0.463635	0.263964	0.263964	0.418012
ENSMUSG00000020290	0.228653	0.130687	0.469695	0	0.258636	0.42946	0.352562	0	0.703794	0.549254	0.647638	0.663428	0.785783	0	0.228653	0.625199	0.737058	0.228653	0.192928	0.722181	0.590914	0.244963	0	0.47311	0.127531	0	0	0.141638	0	0.268096	0.141638	0	0.217667	0.514509	0.539364	0.586634	0	0	0	0.300244	0	0.228653	0	0	0	0.233807	0.174923	0.151077	0	0.174923	0.219324	0	0.130687	0.00532749	0	0.358735	0	0.0479817	0	0	0	0.14764	0	0.387147	0.286856	0	0.03949	0.27162	0.0814958
ENSMUSG00000044317	0.663428	0.522928	0.351305	0.508142	0.212969	0.635498	0.664897	0.667042	0.602697	0.550199	0.410469	0.174923	0.918975	0.263964	0.580551	0.25601	0.444833	0.310932	0.368618	0.232429	0.232429	0.244963	0.122578	0.395892	0.897597	0.471802	0	0.835698	0.32244	0.250426	0.738038	0.03949	0.464539	0.5187	0.792506	0.871265	0.263964	0.872045	0.330425	0.138545	0.236747	0.263964	0.233807	0	0	0	0.703794	0.546655	0.393345	0.223244	0.502296	0	0.447905	0.263964	0.132211	0.340046	0.174923	0	0	0.263964	0	0	0.130687	0.228653	0.24601	0	0.24601	0.0938088	0.03949
ENSMUSG00000026961	0.902847	0.588025	1.18054	0.931106	0.216006	0.140089	0.292443	0.232429	0.182843	0.300244	0.200745	0.0826071	0	0	0	0	0	0	0	0	0	0	0.133399	0	0.130687	0	0.120108	0.312906	0.28107	0.355069	0.28486	0.0355888	0.385889	0.154111	0.225116	0.590914	0	0.232429	0	0.130687	0	0	0	0	0	0.157164	0	0.03949	0.0411793	0	0.130687	0.0411793	0	0.0462914	0	0	0.18131	0	0.0445937	0.0897422	0.0355888	0	0	0	0.130687	0	0	0.019634	0
ENSMUSG00000025231	0.65201	0.535346	0.406227	0.602012	0.443948	0.719264	0	0.395892	0.358735	0.447154	0.248212	0.141638	0	0	0	0.252949	0	0	0.365768	0	0	0.493296	0.263964	0.656504	0.132211	0.132211	0.219324	0	0	0.27162	0	0.219324	0.27162	0.178238	0	0.28107	0.19571	0	0.141638	0.24601	0.125043	0.141638	0.118246	0	0	0	0	0	0.0170528	0.141638	0	0	0	0.219324	0	0.0826071	0.0101046	0.258636	0.0462914	0	0	0.0157533	0.130687	0	0	0	0.283282	0.019634	0
ENSMUSG00000022324	0.706713	0.72745	0.707771	0.679143	1.75985	1.68953	1.35759	1.41042	1.51173	1.2566	1.56386	1.28235	0.647638	0	0.373109	0.295876	0.344478	0.24601	0.15259	0.248212	0.40276	0.252949	0.263964	0.464539	0.120108	0.261841	0.656504	0.653015	0.468543	0.669363	0.407087	0.406227	0.464539	0.305795	0.469695	0.214074	2.02423	1.991	2.27512	2.35972	2.24357	2.0706	2.18642	0	0	1.61036	1.3291	1.24658	1.2884	1.21132	1.23348	1.17268	1.31654	1.41042	1.1099	1.34829	0.835698	0.496466	0.751485	0.358735	0.813778	0.679143	1.15739	0.654253	1.21278	1.00351	0.476377	0.72153	1.08132
ENSMUSG00000019312	0.450217	0.875795	0.266709	0.5479	0.458447	0.418012	0.675784	0.366943	0.630821	0.560833	0.769624	0.327265	0.130687	0.252949	0.228653	0	0.443948	0.244963	0.219324	0.65919	0	0	0.250426	0.24601	0	0.744031	0.59636	0.410469	0.268096	0.0462914	0.03949	0.0462914	0.157164	0.130687	0.0563355	0	0.506013	0.121282	0.140089	0.406227	0	0.232429	0	0	0	0	0.244963	0.155644	0.0462914	0	0.0278343	0.157164	0.15259	0.186185	0.358735	0.320462	0.0213364	0.263964	0.419368	0.03949	0.485358	0	0.235788	0.0230654	0.130687	0.261841	0.0959591	0.03949	0
ENSMUSG00000028807	0.587328	0.410469	0.483025	0.568526	0.856131	0.98112	0.600743	0.464539	0.635498	0.451028	0.606241	0.447905	0	0.263964	0	0	0.474422	0.130687	0	0	0.506013	0.130687	0	0.450217	0	0	0	0.263964	0.141638	0.636736	0.358735	0.358735	0	0	0.0915355	0.25601	0	0.422452	0.290847	0.263964	0	0.374008	0.410469	0	0	0.385889	0.415825	0	0.130687	0	0.309526	0	0.263964	0.294851	0.232429	0.294851	0.268096	0	0	0	0	0.130687	0.130687	0	0.141638	0	0.0646089	0.03949	0.0479817
ENSMUSG00000032123	0.791118	0.248212	0.864252	0	0.503303	0	0.447905	0.72153	0.541891	0.508142	0.57096	0.747801	0	0.168809	0.358735	0	0.24601	0.263964	0.549254	0.362058	0	0	0.174923	0	0.773966	0.28486	0	0.418012	0.368618	0.464539	0.228653	0.385889	0.355984	0.47311	0.265334	0.628341	0.516109	0.424602	0.194524	0.432161	0.219324	0	0.184393	0	0	0	0.141638	0.214074	0.203543	0	0	0.219324	0.232429	0.24601	0.15259	0.0101046	0.141638	0	0	0	0.219324	0.174923	0.157164	0.358735	0.236747	0	0	0.0101046	0
ENSMUSG00000074272	0	0.593419	0.654253	0.573109	0.460157	0.330425	0.506013	0.475221	0.168809	0.293476	0.464539	0.664063	0.130687	0.263964	0	0	0	0	0	0.24601	0.130687	0.244963	0.383185	0	0.201935	0.130687	0	0.130687	0.725708	0.141638	0.309526	0.483025	0.351305	0.203543	0.244963	0.577641	1.08744	1.09613	0.855557	1.34056	0.872648	1.00543	0.765402	0.28107	0.28107	1.3181	0.24601	0.435397	0.464539	0.141638	0.315294	0.399884	0.0462914	0.0129113	0.404412	0.400687	0.232429	1.01647	0.330425	0.925335	0.55248	0.544853	0.529034	0.756108	0.635498	0.474422	0.839266	0.700894	0.835698
ENSMUSG00000096842	0.807553	1.17921	1.06866	0.214074	0.18131	0.194524	0	0.475221	0.608849	0.440508	0.389849	0.478708	0.258636	0.263964	0.219324	0.773966	0.726849	0.475221	0.471802	0.980695	0	0.228653	0.232429	0.55975	0.667042	0.476377	0.623873	0.664063	0.71986	0.506013	0.295876	0.304409	0.232429	0.27073	0.707771	0.358735	0.232429	0.630821	0.39765	0.464539	0.679143	0	0.143326	0.0291362	0.0291362	0	0	0.268096	0	0.182843	0	0.28486	0.154111	0	0.404412	0.130687	0.141638	0.205206	0	0.166256	0.406227	0.418012	0.422452	0.522928	0	0.254471	0.235788	0.28107	0.239106
ENSMUSG00000063229	0.19571	0.72153	0	0.65201	0.481861	0.464539	0.625199	0.506762	0.843269	1.26231	0.992061	0.457295	0.51135	0.422452	0.423756	0.168809	0.464539	0.263964	0	0.506013	0	0	0	0.309526	0.315294	0.263964	0.934148	0.157164	0.362058	0.594678	0.321484	0.248212	0.69764	0.404412	0.192928	0.967256	0.350388	0.345965	0.301622	0.330425	0	0.18131	0.276039	0	0	0.344478	0	0.157164	0	0	0	0	0	0.32244	0	0	0	0.443948	0.504474	0.741232	0.205206	0.295876	0.502296	0.512427	0.407949	0.276039	0.212969	0.502296	0.305795
ENSMUSG00000028590	0.133399	0.460157	0.27162	0.558677	0.476377	0.549254	0.130687	0.371857	0.312906	0.605104	0.300244	0.283282	0.141638	0.379543	0.433244	0.444833	0.27073	0.280166	0	0.351305	0.457295	0.130687	0.315294	0.443948	0.130687	0.27073	0	0.120108	0.263964	0.27162	0.358735	0.263964	0.410469	0.263964	0.593419	0.432161	0.257544	0.273484	0.379543	0	0.577641	0	0	0	0	0	0.418012	0.33679	0.130687	0	0.0462914	0	0.0462914	0.374008	0.110716	0.141638	0.0230654	0.0462914	0	0.03949	0	0.0230654	0.0411793	0.248212	0.0247993	0.239106	0.00890881	0.03949	0.129401
ENSMUSG00000087570	0.840188	0.664063	0.45491	0.577641	0.57096	0.750412	1.17527	0.460157	0.750412	0.834236	0.592421	0.312906	0.0355888	0.0646089	0.03949	0.157164	0.236747	0.248212	0.502296	0.158278	0.0462914	0.145027	0.464539	0.259732	0.37096	0.145027	0.132211	0.116369	0.37096	0.232429	0.577641	0.535346	0.0183307	0.0355888	0.365768	0.362058	0.379543	0.390803	0.503303	0.793333	0.381749	0.203543	0.24601	0	0	0.914994	0.00890881	0.0915355	0.019634	0.0101046	0.0101046	0.0247993	0.261841	0.03949	0	0	0.130687	0.0462914	0.373109	0.186185	0.261841	0.00131581	0.0462914	0.03949	0.226997	0.205206	0.0157533	0	0.123851
ENSMUSG00000025995	0.509213	0	0.544853	0.475221	0	0.608849	0.232429	0	0.617425	0.825224	0.82585	0	0	0.141638	0.228653	0.244963	0.393345	0.358735	0	0.49181	0.415825	0.477541	0	0.226997	0	0	0	0.232429	0.0445937	0.141638	0.434553	0.503303	0	0.203543	0	0.422452	0	0	0	0	0.406227	0	0	0	0	0	0	0	0	0	0	0.340046	0	0	0	0.250426	0	0.171855	0.0635188	0	0.157164	0.151077	0	0	0.149355	0.141638	0.239106	0.151077	0
ENSMUSG00000044221	0.263964	0.228653	0.273484	0	0.478708	0.303018	0.192928	0.28107	0	0	0.199563	0.235788	0.228653	0	0	0	0.45491	0	0.232429	0	0.130687	0.235788	0	0	0.358735	0	0.250426	0.250426	0.0411793	0	0.0462914	0	0.132211	0.158278	0.122578	0.160418	0.454015	0.747801	0.783457	0.483025	0.807553	0.82585	0.588778	0	0	0.745967	0.263964	0.226997	0.230535	0.59636	0.661894	0.182843	0.310932	0.205206	0.197307	0.0462914	0	0.65919	0.241559	0.630821	0.607118	0.683388	0.542825	0.502296	0.404412	0.564078	0.653015	0.379543	0.303018
ENSMUSG00000022858	0.37096	0.526936	0.235788	0.132211	0.134593	0	0.235788	0.232429	0.585938	0.868892	0.40276	0.398608	0	0	0.577641	0.249314	0.358735	0.0981885	0.200745	0.317697	0.130687	0.263964	0.557611	0.69764	0.263964	0.132211	0	0	0.294851	0.494135	0.51135	0	0.171855	0.608849	0.383185	0.219324	0	0	0	0	0.263964	0.263964	0	0	0	0	0	0.406227	0.0230654	0.297479	0.141638	0.145027	0	0	0.0213364	0.130687	0	0.155644	0	0.171855	0	0	0.143326	0	0.22128	0.130687	0.162476	0.263964	0.158278
ENSMUSG00000029671	0.130687	0.133399	0	0.279191	0.263964	0.0861885	0	0.0734032	0.28486	0.331857	0	0.116369	0	0	0.130687	0.406227	0	0.130687	0	0	0.18131	0	0	0	0	0	0	0	0	0.03949	0	0	0	0	0.0563355	0.295876	0.501287	1.01515	0.577641	0.734248	0.567441	0.250426	0.422452	0	0	1.07036	0.269354	0.310932	0.129401	0	0.132211	0.0462914	0.219324	0.244003	0.263964	0.28107	0.214074	0.312906	0.300244	0.248212	0.03949	0.407087	0.249314	0.443948	0.358735	0.249314	0.263964	0.203543	0.305795
ENSMUSG00000083512	0	0	0	0.130687	0.0915355	0	0.226997	0.03949	0.121282	0	0	0.0915355	0.528348	0.130687	0.450217	0	0.309526	0.130687	0.251938	0	0	0.273484	0	0.141638	0.141638	0	0	0	0	0.248212	0	0.496466	0.0861885	0	0	0	0.102612	0.165128	0.294851	0.263964	0.335299	0.130687	0	2.79858	2.79858	0.00131581	0.592421	0.418012	0.567441	0.566369	0.0230654	0.647638	0.463635	0.675163	0.171855	0.415825	0.332695	0.494135	0.37096	0.366943	0.0462914	0.497623	0.325535	0.259732	0.24601	0.406227	0.566369	0.265334	0.0411793
ENSMUSG00000046240	0.404412	0.479859	0.141638	0.32244	0.203543	0.365768	0.676805	0.506762	0.707771	0.192928	0.363723	0.244963	0	0	0	0.130687	0	0.159291	0.141638	0.141638	0	0.141638	0	0.250426	0.244963	0	0	0	0.0683871	0.120108	0.157164	0.279191	0	0.116369	0	0.135787	0	0	0.141638	0.24601	0.248212	0.219324	0.27073	0	0	0	0	0	0	0	0	0	0	0	0.03949	0.157164	0	0	0.03949	0	0	0	0	0	0.0462914	0.0247993	0	0	0
ENSMUSG00000097728	0.862108	0.777127	0.99852	1.0273	0.232429	0.127531	0.656504	0.544853	0.568526	0.305795	0.236747	0.745013	0.263964	0.813778	0.677738	0.55975	0.77821	0.632491	0.585938	0.389849	0.460157	0.141638	0.251938	0	0.42569	0.464539	0.551403	0.865216	0.674112	0.250426	0.312906	0.55248	1.07327	0.82585	0.27694	0.470495	0.251938	0.57844	0.141638	0.235788	0.792506	0.414518	0.263964	0	0	1.23525	0.32244	0.268096	0.250426	0.0462914	0.0230654	0.145027	0	0.51135	0.171855	0.357249	0.345965	0.157164	0.263964	0.132211	0	0.561912	0.157164	0.28486	0.232429	0.263964	0.28107	0.374008	0
ENSMUSG00000054237	0.263964	0.358735	0.656504	0.585938	0	0.337637	0	0.616112	0.468543	0.230535	0.228653	0	0	0	0.522928	0	0.236747	0.443948	0.18131	0.390803	0.27694	0.630821	0	0.244963	0.24601	0.251938	0.130687	0	0	0	0	0	0.443948	0.18131	0.254471	0	0	0	0	0.24601	0	0	0	0	0	0	0.132211	0	0	0	0.191339	0	0	0.154111	0	0	0.141638	0	0	0	0	0	0	0	0	0	0.120108	0.154111	0
ENSMUSG00000008318	0	0	0	0.15259	0.251938	0.345965	0	0	0.366943	0.171855	0.268096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244963	0	0.263964	0.0462914	0.502296	0.0462914	0	0.321484	0	0.0758541	0.130687	0.394626	0.374008	0.506762	0.348907	0.656504	0.205206	0.622765	0	0	0.506762	0.244963	0.579896	0.230535	0.263964	0.74307	0.158278	0.404412	0.0861885	0.355984	0.145027	0.141638	0.520942	0.178238	0.468543	0.28486	0.573109	0.522928	0.506762	0.726849	0.506762	0.345965	0.61978	0.454015
ENSMUSG00000029701	0.379543	0.738724	0.509213	0.887467	0.605104	0.593419	0.637739	0.819856	0.872045	0.584339	0.669363	0.851027	0.77821	0	0.706713	0.600743	0.300244	0.57844	0.599601	0	0.362058	0	0.829012	0.456397	0.27162	0.929831	0	0.791944	0.696125	0.51135	0	0.537773	0.476377	0.574911	0.614998	0.37096	0.822128	0.577641	0.485358	0.27162	0.290847	0.24601	0.567441	0	0	0.263964	0.27073	0.406227	0	0.298858	0.464539	0.36461	0	0.351305	0.792506	0.39765	0.323831	0.290847	0.51135	0.0462914	0.03949	0.654253	0.263964	0.127531	0.263964	0.506013	0.527624	0.53857	0.108832
ENSMUSG00000045107	0.475221	0.675163	0.24601	0	0.352562	0.40276	0.203543	0.330425	0.24601	0.232429	0.442294	0.244963	0	0.332695	0.184393	0.499355	0.477541	0.418012	0.239106	0.654253	0	0.251938	0	0	0.250426	0.24601	0.254471	0.581207	0	0.642748	0	0.143326	0.130687	0.217667	0	0.157164	0.263964	0.145027	0	0	0	0.250426	0	0	0	0	0	0	0.18131	0.186185	0	0.365768	0	0	0	0.0462914	0	0	0.0445937	0	0	0	0.15259	0.157164	0	0	0.235788	0	0.130687
ENSMUSG00000043286	0.733007	0.219324	0.870666	0.300244	0.27073	0.506762	0.423756	0.804056	0.57096	0.584339	0	0.443187	0.736375	0.585135	0.577641	0.414518	0.130687	0.233807	0.130687	0	0.118246	0.149355	0.140089	0	0.419368	0.355069	0.406227	0.424602	0.327265	0.418012	0	0.719264	0.371857	0.478708	0.451028	0.24601	0.300244	0	0.0861885	0.592421	0.151077	0.141638	0.233807	0	0	0.303018	0.10045	0.0247993	0.25601	0.140089	0	0.4092	0.03949	0.141638	0.407087	0.300244	0.0915355	0.0445937	0.234841	0.24601	0.223244	0.290847	0.130687	0.27073	0.374008	0.157164	0.157164	0.130687	0.154111
ENSMUSG00000001348	0	0.348907	0.40276	0.406227	0.24601	0.232429	0.404412	0.205206	0.464539	0	0.112587	0.295876	0	0	0.24601	0	0	0.191339	0.300244	0	0.145027	0	0	0.232429	0	0	0.232429	0.235788	0.312906	0.157164	0.261841	0	0.577641	0	0.414518	0.24601	0.121282	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132211	0	0	0	0	0	0.0915355	0	0	0.0897422	0	0	0	0.120108	0.0143351	0	0	0	0
ENSMUSG00000085886	0.714385	1.29093	1.50168	0.951409	1.39086	1.62062	1.31623	1.46631	1.17268	0.934148	1.19062	0.5187	0.358735	0.151077	0.300244	0.157164	0.72745	0.577641	0.358735	0.443948	0.975414	0.851027	0.312906	0.589775	0.844832	0.748952	0.605104	0.750412	0.544853	0.742192	0.745967	0.935778	0.757554	0.435397	0.608227	0.37496	0.772546	1.56823	0.786435	1.39362	1.19309	1.33564	1.12988	0.715327	0.715327	1.25879	0.24601	0	0.203543	0.506013	0.251938	0.263964	0.406227	0.228653	0.154111	0.37496	0.232429	0.141638	0.130687	0.443948	0.141638	0.443948	0.785783	0.258636	0.273484	0.374008	0.219324	0.374008	0.348907
ENSMUSG00000024962	0.415825	0	0.4092	0.423756	0.179772	0.471802	0.250426	0.170322	0.657159	0.47311	0.130687	0.506762	0	0.745967	0.657986	0.219324	0.223244	0.45491	0.244963	0.474422	0.248212	0.251938	0	0	0.236747	0.122578	0.228653	0.384623	0.769624	0.257544	0.460157	0.818488	0	0.825224	0.503303	0.27073	0	0	0.307182	0	0.130687	0	0	0	0	0.435397	0.263964	0.019634	0.0247993	0.28107	0.268096	0	0.248212	0.232429	0.0915355	0.28486	0.40276	0.4092	0.162476	0	0.154111	0	0.0247993	0.03949	0.228653	0.123851	0	0	0
ENSMUSG00000040345	0.454015	0.290847	0.594678	0.335299	0.233807	0.358735	0	0.268096	0.392076	0	0.546655	0.390803	0.205206	0	0	0.263964	0.28107	0	0.28486	0.32244	0.130687	0	0.325535	0.295876	0.263964	0.263964	0	0.130687	0.130687	0.0462914	0	0	0.155644	0.235788	0.358735	0	0.15259	0	0	0.300244	0	0	0.130687	0	0	0	0	0	0.120108	0	0	0.236747	0	0.0462914	0	0	0	0	0	0	0	0.189536	0	0.228653	0	0.0411793	0	0.03949	0.130687
ENSMUSG00000081594	0	0.0230654	0.0230654	0.0183307	0.158278	0	0.155644	0.160418	0.019634	0.019634	0.232429	0.133399	0.0462914	0.019634	0	0.019634	0.317697	0.130687	0.121282	0.019634	0.019634	0.141638	0.214074	0.019634	0.141638	0.171855	0.0101046	0.352562	0.130687	0.0278343	0.263964	0	0.460157	0	0	0.194524	0.317697	0.232429	0.506762	0.307182	0.525699	0.509213	0.821591	1.20523	1.20523	0.03949	0.378593	0.451028	0	0.0462914	0	0.0915355	0.294851	0.130687	0.254471	0.239106	0.0114996	0.502296	0.171855	0.40196	0.182843	0.0462914	0.469695	0.24601	0.512427	0.10045	0.244963	0.0114996	0.141638
ENSMUSG00000082148	0.160418	0.219324	0.0114996	0.133399	0.00532749	0.15259	0	0	0.0101046	0.225116	0.0915355	0.019634	0.141638	0.00131581	0	0.0157533	0.0230654	0	0.320462	0.133399	0.130687	0.0143351	0.0101046	0.464539	0.200745	0.24601	0	0.0981885	0	0.309526	0	0.0938088	0.03949	0.0157533	0.577641	0.132211	0.294851	0.263964	0.250426	0.232429	0.643758	0.561912	0.228653	1.28324	1.28324	0.440508	0.477541	0.5479	0.263964	0.143326	0.263964	0.368618	0.140089	0.406227	0.130687	0.321484	0	0.368618	0.263964	0.484195	0.219324	0.133399	0.232429	0.129401	0	0.18131	0.317697	0.129401	0.362058
ENSMUSG00000079671	0.616798	1.02335	0.786435	0.443948	1.28121	1.01163	0.858603	0.878749	0.822128	0.624537	0.782896	0.602012	0.03949	0.03949	0.130687	0.219324	0.469695	0.219324	0	0.506762	0.00131581	0.390803	0.200745	0.00131581	0.37096	0.134593	0.130687	0.450217	0.303018	0.182843	0.577641	0.414518	0.304409	0.15259	0.244963	0.263964	0.897597	0.899842	1.21828	0.506013	0.406227	0.600743	0.47311	0.149355	0.149355	0.0101046	0.0758541	0.0462914	0.368618	0.0336618	0.110716	0.268096	0.159291	0.0716681	0.03949	0.0101046	0.206874	0	0	0.0826071	0.0826071	0.0462914	0.03949	0.232429	0.250426	0.248212	0	0.03949	0.0183307
ENSMUSG00000082693	0.588025	0.451028	0.908904	0.374008	0.794403	0.669363	0.823495	0.679143	0.0101046	0.452521	0.650576	0.635498	0	0	0	0	0.0101046	0.130687	0.130687	0.239106	0	0.122578	0.130687	0.232429	0.374008	0.593419	0.174923	0.132211	0.773966	0.265334	0.228653	0.436482	0.332695	0.506762	0.347459	0.484195	0.899842	0.577641	1.1099	1.20023	1.19864	0.840188	1.08675	1.06866	1.06866	1.11627	0.506762	0.502296	0.40276	0.539364	0.614998	0.664063	0.411735	0.0635188	0.28107	0.358735	0.263964	0.600743	1.08199	0.992061	0.567441	0.477541	0.740649	0.842791	0.130687	0.24601	0.871265	0.345965	0.575631
ENSMUSG00000041710	0.184393	0.692466	0.37496	0.471802	0.602012	0.603971	0.65201	0.37096	0.544853	0.483025	0.298858	0.802123	0.191339	0	0.312906	0.141638	0	0.261841	0	0	0	0	0	0	0.263964	0.0915355	0	0	0.503303	0	0.263964	0	0.178238	0.506762	0.114484	0	1.27177	0.895043	1.62728	1.32449	1.20636	1.32288	1.5367	0	0	1.50987	0.130687	0.232429	0.307182	0	0.503303	0.0897422	0.121282	0.141638	0.151077	0.171855	0.272585	0.345965	0.24601	0.55248	0.792506	0.269354	0.520942	0.223244	0.368618	0.362058	0.248212	0.263964	0.59636
ENSMUSG00000035559	0.28107	0.656504	0.244963	0	0.475221	0.556667	0.388591	0.248212	0.24601	0.27162	0	0.157164	0.469695	0.24601	0.205206	0.650576	0	0.263964	0.309526	0.130687	0.160418	0.170322	0	0.212969	0.276039	0	0.141638	0	0.228653	0.132211	0.263964	0.24601	0.337637	0.121282	0	0.149355	0	0.268096	0.1734	0	0.157164	0	0	0	0	0	0	0.157164	0	0	0	0	0.219324	0	0	0.0114996	0.0114996	0	0	0	0.244963	0	0	0	0.019634	0.162476	0.00890881	0.141638	0.0101046
ENSMUSG00000083745	0.254471	0.385889	0.588025	0.757554	0.297479	0.440508	0.443948	0.120108	0.55975	0	0.760584	0.355069	0.130687	0	0.0101046	0	0	0	0	0.120108	0.415825	0.205206	0.470495	0.27073	0.132211	0.0915355	0	0.362058	0.0355888	0.358735	0.304409	0.358735	0.310932	0.740066	1.09894	0.834865	0.567441	0.607118	0.918975	0.317697	0.786435	0.638752	0.642748	1.80418	1.80418	1.00163	0.791118	0.884303	0.994115	0.480703	0.451028	0.5479	0.460157	0.273484	0.506762	0.443948	0.65919	0.624537	0.65201	1.24781	0.478708	0.684071	0.915475	0.862108	0.309526	0.395892	0.0915355	0.0355888	0.320462
ENSMUSG00000023990	0.717874	0.374008	1.10452	0.378593	0.929831	0.143326	0.239106	0.157164	0.506013	0.0479817	0.0915355	0.332695	0.248212	0	0	0.141638	0	0.108832	0.155644	0	0	0	0	0	0	0.24601	0	0.141638	0.03949	0.268096	0.141638	0.290847	0	0.362058	0.273484	0.200745	0	0.15259	0	0.0646089	0	0	0	0	0	0.235788	0.149355	0.141638	0	0	0.151077	0	0.0230654	0	0	0	0	0	0	0	0.236747	0	0	0.130687	0	0.130687	0.0143351	0	0.236747
ENSMUSG00000047822	1.05029	0.884797	1.24236	1.41409	1.48974	1.33421	1.51095	1.45857	1.19524	0.653015	1.32288	1.04919	0.300244	0.244003	0.289252	0.154111	0.513663	0.155644	0.154111	0.407087	0.263964	0	0.434553	0	0.385889	0.944994	1.11437	0.777127	1.29334	0.794403	0.614998	1.01239	1.18362	1.42866	0.980695	1.2924	1.23348	0.750412	1.16422	0.575631	1.33101	0.610841	0.951409	0	0	1.23485	0.468543	0.794403	0.588025	0.423756	0.656504	0.471802	0.414518	0.261841	0.688635	0.600743	0.358735	0.464539	0.732452	1.01647	0.757554	0.5479	0.406227	0.450217	0.792506	0.232429	0.638752	0.728658	0.769624
ENSMUSG00000062867	0.503303	0.918975	0.695498	0.171855	0.524848	0.681422	0.506762	0.158278	0.878749	0.407949	0.407949	0.69764	0	0.542825	0.149355	0.154111	0.747801	0.577641	0.130687	0.358735	0.130687	0.593419	0.47311	0.162476	0.27162	0.263964	0.574911	0.634495	0.600743	0.814489	0.593419	0.496466	0.141638	0	0.463635	0.300244	0.726849	0.411735	0.520096	0.283282	0.460157	0.335299	0.478708	0	0	0	0.15259	0.219324	0.219324	0	0.263964	0.312906	0.03949	0.217667	0.219324	0.263964	0	0.155644	0.241559	0	0.263964	0.479859	0.0597707	0.371857	0.141638	0	0.0814958	0.0411793	0.300244
ENSMUSG00000096740	0.618052	0.687197	0.358735	0.530922	0.191339	0.754789	0.130687	0.477541	0.443187	1.05376	1.08199	0.536584	0.362058	0.130687	0.630821	0	0.747801	0.575631	0.460157	0.663428	0.411735	0.235788	0.143326	0.672153	0.669363	0.130687	0.15259	0.358735	0.263964	0	0.57844	0.504474	0.0479817	0.45491	0.27073	0.27073	0	0.236747	0.656504	0.234841	0.130687	0	0.236747	0.0247993	0.0247993	0.635498	0.390803	0.665531	0.406227	0.263964	0.390803	0.509213	0.406227	0.45491	0.558677	0.130687	0.374008	0	0	0.159291	0.120108	0	0	0.141638	0.03949	0	0.130687	0.32244	0.406227
